Date,SO2,CO,O3,NO2,PM10 (cap),PM2.5,temp,rain,ws,wd,BLH,Cr,Ni,Zn,As,Pb,Mn
2019-10-28 23,0.003,0.5,0.033,0.016,24,11,13.3,0,0.8,110,385.06763,2.52,3.34,41.12,1.19,7.47,27.42
2019-10-29 10,0.003,0.6,0.021,0.022,44,13,17.1,0,0.9,70,713.14453,1.58,1.79,61.92,1.81,12.39,17.4
2019-10-29 11,0.002186666,0.384222322,0.042915537,0.010965133,38,12,18.9,0,0.8,20,968.4624,1.47,2.01,41.17,1.67,8.8,14.47
2019-10-29 12,0.00376852,0.381760695,0.051910478,0.012250353,25.19069391,19,19.5,0,2.2,140,1099.8206,2.21,1.86,41.02,1.94,9.66,24.79
2019-10-29 13,0.003490197,0.430614851,0.057914719,0.011078209,84,34,20.4,0,2.4,230,1306.5625,3.16,2,46.07,2.51,12.39,37.76
2019-10-29 14,0.003,0.3,0.055,0.007,158,47,20.5,0,3.6,250,1718.7766,4.55,2.17,48.13,2.67,17.11,56.44
2019-10-29 15,0.003,0.4,0.055,0.006,217,56,20.2,0,2.4,270,1900.8435,4.84,1.95,43.01,2.64,16.63,63.72
2019-10-29 16,0.002,0.4,0.053,0.006,275,57,19.7,0,1.9,270,1927.1621,4,1.87,43.27,2.43,15.48,58.44
2019-10-29 17,0.002,0.4,0.048,0.008,258,51,18.4,0,1.6,290,774.9907,3.51,1.62,39.5,2.32,13.77,51.69
2019-10-29 18,0.002,0.4,0.041,0.011,240,48,16.6,0,2.2,320,400.1621,3.55,1.54,45.96,2.05,13.53,49.01
2019-10-29 19,0.002,0.3,0.034,0.012,225,45,14.9,0,2.2,340,172.42941,4.36,2.13,70.55,2.34,14.8,57.54
2019-10-29 20,0.002,0.3,0.031,0.012,193,34,13.6,0,1.7,340,231.2754,3.87,1.93,62.35,1.75,14.98,63.94
2019-10-29 21,0.002,0.3,0.035,0.009,154,26,14,0,1.8,320,283.57935,1.87,0.89,37.67,1.54,8.95,27.8
2019-10-29 22,0.002,0.3,0.04,0.008,116,17,13.3,0,1,320,336.5901,0.79,0.59,23.75,1.49,6.22,16.46
2019-10-29 23,0.002,0.3,0.036,0.009,80,10,12.4,0,1,340,378.11743,0.79,0.41,16.9,1.76,4,10.77
2019-10-30 10,0.002,0.3,0.03,0.008,31,8,14.1,0,3.1,360,434.13794,1.93,0.71,49.41,6.02,23.02,43.09
2019-10-30 11,0.002,0.3,0.034,0.007,35,5,15.9,0,1.6,340,511.49365,1.16,0.45,42.3,4.43,12.18,22.33
2019-10-30 12,0.002,0.3,0.036,0.008,27,5,17.6,0,0.9,250,641.6621,0.45,0.34,26.29,3.25,9.39,10.13
2019-10-30 13,0.002,0.3,0.041,0.006,20,4,18.7,0,1.6,290,780.22656,0.15,0.36,16.7,2.7,7.83,5.33
2019-10-30 14,0.002,0.3,0.042,0.006,21,3,18.8,0,1.6,340,877.4324,0.55,0.15,14.6,1.94,5.78,4.21
2019-10-30 15,0.002,0.3,0.043,0.006,17,3,18.6,0,1.9,340,919.4949,0.31,0.22,12.41,1.62,4.91,3.97
2019-10-30 16,0.002,0.2,0.042,0.007,11,3,18.4,0,1.6,340,904.2678,0.88,0.42,16.73,1.39,5.59,10.82
2019-10-30 17,0.002,0.3,0.04,0.009,14,5,16.6,0,1.6,340,724.96265,2.11,0.6,27.72,1.57,6.24,28.07
2019-10-30 18,0.002,0.3,0.037,0.012,16,8,14.6,0,2.1,320,418.58423,3.07,1,60.56,1.98,5.21,45.81
2019-10-30 19,0.002,0.3,0.037,0.009,27,8,14,0,1.8,340,151.94489,1.92,0.82,63.71,1.81,5.2,25.14
2019-10-30 20,0.002,0.3,0.034,0.01,19,5,13.3,0,2.5,320,131.1255,1.33,0.54,34.42,2.23,6.01,19.27
2019-10-30 21,0.002,0.3,0.032,0.009,14,7,12.8,0,2.4,320,158.8658,1.18,0.42,37.71,2.21,9.22,16.65
2019-10-30 22,0.002,0.3,0.031,0.009,19,7,12.9,0,3.4,340,171.73874,1.09,0.38,49.62,2.13,12.38,16.62
2019-10-30 23,0.002,0.3,0.032,0.008,17,5,12.2,0,2.2,320,171.41847,1.47,0.46,46.54,2.09,11.91,15.03
2019-10-31 10,0.002,0.3,0.035,0.011,36,12,16.6,0,2.3,20,342.30884,2.93,1.22,52.26,2,25.42,56.81
2019-10-31 11,0.002,0.3,0.039,0.01,33,9,18,0,2.9,340,403.23608,2.25,0.95,34.39,1.1,8.34,47.84
2019-10-31 12,0.002,0.2,0.043,0.007,30,7,20,0,2.3,340,503.77173,0.52,0.44,14.06,0.84,4.84,11.62
2019-10-31 13,0.002,0.2,0.045,0.005,25,4,21.3,0,2.5,320,593.13086,0.14,0.23,8.32,0.56,2.5,4.21
2019-10-31 14,0.002,0.2,0.048,0.005,19,1,21.5,0,3,320,672.9592,0.18,0.17,9.97,0.48,2.86,4.01
2019-10-31 15,0.002,0.2,0.049,0.005,15,2,21.9,0,2.6,320,721.2766,0.456968501,0.28,16.2,0.49,2.51,3.89
2019-10-31 16,0.002,0.2,0.049,0.005,11,2,21.7,0,1.5,320,731.2666,0.21,0.29,21.66,0.43,2.76,4.06
2019-10-31 17,0.002,0.3,0.043,0.007,16,10.72062122,20,0,1.6,320,516.0515,0.32,0.2,21.88,0.3,2.95,4.3
2019-10-31 18,0.002,0.3,0.029,0.016,15,4,18.2,0,2,290,209.20041,0.35,0.42,30.66,0.46,3.56,5.51
2019-10-31 19,0.002,0.4,0.022,0.023,18,7,15.8,0,0.6,250,127.27226,0.42,0.36,38.78,0.58,4.03,6.35
2019-10-31 20,0.002,0.3,0.022,0.021,28,9,16.1,0,2.3,290,120.56595,0.66,0.53,42.35,0.61,4.59,8.07
2019-10-31 21,0.002,0.4,0.015,0.025,23,13,15.9,0,2,340,116.88431,1.24,0.75,49.98,0.9,5.84,18.81
2019-10-31 22,0.002,0.4,0.016,0.024,30,17,14.9,0,2.2,340,117.32747,2.13,1.04,75.67,1.17,11.65,31.82
2019-10-31 23,0.002,0.3,0.03,0.016,27,16,14.8,0,1.6,290,117.87268,3.21,1.45,78.83,1.59,13.91,38.58
2019-11-10 10,0.002,0.6,0.011,0.021,32,19,11.2,0,0.9,20,159.16425,1.68,0.44,39.59,2.28,18.69,9.59
2019-11-10 11,0.002,0.6,0.016,0.02,37,16,14,0,1.6,90,402.89746,1.77,0.46,41.11,2.68,19.09,9.93
2019-11-10 12,0.002,0.5,0.023,0.018,39,19,15.6,0,1,90,691.84595,2.72,0.68,59.37,2.93,29.49,19.68
2019-11-10 13,0.002,0.5,0.029,0.018,41,13,16.6,0,2.6,200,912.26855,0.63,0.68,39.33,4.65,16.24,10.64
2019-11-10 14,0.003,0.4,0.039,0.013,28,9,16.9,0,2.7,200,950.6748,0.42,0.81,36.64,7.18,16.41,7.21
2019-11-10 15,0.003,0.4,0.04,0.013,17,10,17,0,3,200,946.7815,0.36,0.98,34.92,7.69,16.54,5.82
2019-11-10 16,0.003,0.4,0.04,0.014,20,6,16.3,0,2.7,180,923.3469,0.86,1.34,33.24,4.85,12.97,6.9
2019-11-10 17,0.004,0.5,0.041,0.015,20,6,16,0,3.1,200,923.6294,1,2.11,39.36,4.78,14.46,7.42
2019-11-10 18,0.003,0.4,0.04,0.015,20,11,15,0,2.6,230,904.70215,0.8,2.1,35.33,4.98,14.9,7.03
2019-11-10 19,0.003,0.4,0.039,0.013,25,16,14.4,0,1.2,230,392.1084,0.6,2.14,35.36,4.14,13.85,6.77
2019-11-10 20,0.003,0.4,0.034,0.015,18,14,14.2,0,0.6,230,354.30908,0.87,2.85,31.86,3.34,14.42,6.62
2019-11-10 21,0.003,0.5,0.021,0.023,21,13,13.8,0,1,180,571.9238,0.56,2.41,23.72,2.57,9.22,5.47
2019-11-10 22,0.003,0.5,0.028,0.021,27,13,14.8,0,4.4,200,990.32007,0.41,1.66,35.44,1.69,6.69,4.19
2019-11-10 23,0.003,0.4,0.04,0.013,17,8,14.6,0,3.5,200,1088.2671,1.18913407,1.06,23.29,0.97,3.47,1.92
2019-11-11 10,0.002,0.5,0.031,0.012,38,11,15.1,0,2.5,230,1374.6973,0.92,0.27,14.53,0.28,4.36,8.49
2019-11-11 11,0.002,0.5,0.034,0.011,32,9,16,0,1,270,1527.9519,0.34,0.25,13.87,0.33,3.76,8.68
2019-11-11 12,0.002,0.5,0.04,0.008,27,10,16.5,0,2.4,270,1649.4802,0.38,0.3,10.21,0.43,3.04,6.05
2019-11-11 13,0.002,0.5,0.045,0.007,24,9,16.7,0,2.1,250,1641.1187,0.45,0.16,10.5,0.39,2.77,4.22
2019-11-11 14,0.002,0.5,0.048,0.006,25,7,17,0,2.3,270,1694.8076,0.90901231,0.14,17.6,0.69,2.58,5.66
2019-11-11 15,0.002,0.5,0.049,0.007,20,7,18.3,0,1.7,270,1677.7063,0.810064263,0.15,15,0.64,2.91,4.35
2019-11-11 16,0.002,0.5,0.052,0.007,20,5,18,0,1.4,290,1529.7705,0.505276671,0.13,15.33,0.54,3.13,3.98
2019-11-11 17,0.002,0.5,0.047,0.009,13,5,16.4,0,1.6,320,1219.6328,0.734953317,0.15,15.7,0.43,3.86,4.26
2019-11-11 18,0.002,0.5,0.047,0.009,17,8,15,0,2,340,961.51465,1.378743561,0.308429642,29.23963719,1.518730504,6.187194713,12.34717757
2019-11-11 19,0.002,0.5,0.041,0.01,12,9,13.6,0,1.8,340,255.4738,1.738324008,1.025994964,27.96911026,0.917606756,4.789818721,15.60858882
2019-11-11 20,0.002,0.5,0.041,0.009,18,9,13.2,0,2.1,340,277.68652,0.07,0.49,21.48,1.56,7.55,7.08
2019-11-11 21,0.002,0.5,0.043,0.008,16,8,13.1,0,3,340,453.14917,0.55,0.67,27.23,2.87,12.35,8.28
2019-11-11 22,0.002,0.5,0.035,0.012,19,7,13.3,0,2.3,290,550.7776,0.45,1.36,28.58,3.39,15.43,6.47
2019-11-11 23,0.002,0.5,0.043,0.007,18,12,12.4,0,2.2,360,542.51245,0.51,1.01,26.35,4.11,17.07,5.54
2019-11-12 10,0.003,0.5,0.031,0.01,37,19,13.2,0,2.7,340,286.02515,2.75,0.96,65.4,6.68,23.04,51.44
2019-11-12 11,0.004282796,0.525111469,0.031666923,0.018138895,38.51799809,20,15.2,0,1.4,290,394.51733,2.27,0.77,62.05,6.83,23.67,45.36
2019-11-12 12,0.00250588,0.384097007,0.039362333,0.00909313,25.7188132,16,16.2,0,1.4,340,657.0842,1.56,0.64,46.16,7.67,22.99,32.13
2019-11-12 13,0.003,0.4,0.046,0.01,41,12,17.3,0,1.6,140,844.91016,0.73,0.37,30.66,7.55,20.2,18.1
2019-11-12 14,0.003,0.4,0.048,0.015,28,19,17.1,0,1.7,140,897.3589,1.85,2.02,104.42,8.09,20.69,70.04
2019-11-12 15,0.007,0.5,0.056,0.021,41,32,17.4,0,1.2,180,949.30786,1.52,5.13,131.45,7.75,18.46,121.74
2019-11-12 16,0.008,0.5,0.057,0.022,46,29,17.1,0,1.1,200,914.45776,1.82,4.88,132.98,8.19,19.97,108.51
2019-11-12 17,0.007,0.5,0.041,0.025,73,22,15.2,0,1.7,110,182.3049,2.16,8.84,240.68,8.45,19.64,150.77
2019-11-12 18,0.005,0.5,0.019,0.033,37,22,13.8,0,0.7,140,139.86154,15.61,11.89,440.13,9.2,21.88,350.6
2019-11-12 19,0.005,0.5,0.008,0.041,41,31,12.3,0,0.5,20,65.12172,7.54,13.69,477.01,10.06,23.54,292.7
2019-11-12 20,0.005,0.5,0.008,0.04,48,45,12,0,1.9,360,50.86615,3.36,9.61,264.27,38.67,66.46,126.35
2019-11-12 21,0.005,0.5,0.018,0.032,45,29,10.7,0,1.2,340,35.117477,5.64,5.82,210.79,32.44,56.92,132.65
2019-11-12 22,0.005,0.5,0.016,0.031,43,20,11,0,0.8,290,24.751999,6.66,4.26,143.24,13.61,29.03,152.74
2019-11-12 23,0.004,0.5,0.012,0.031,43,33,10,0,0.6,250,32.743835,3.66,5.26,162.68,39.93,67.24,75.43
2019-11-13 10,0.004,0.6,0.006,0.026,47,25,10.9,0,0.7,140,424.93164,3.25,1.66,64.11,7.5,26.26,27.53
2019-11-13 11,0.004,0.6,0.007,0.027,45,24,12.6,0,0.5,360,563.5105,3.1,1.92,98.89,6.2,21.5,41.21
2019-11-13 12,0.004,0.6,0.008,0.03,50,20,15.7,0,1.1,180,717.8635,3.52,1.86,99.95,4.52,16.74,45.92
2019-11-13 13,0.003,0.5,0.025,0.024,49,15,16.4,0,1.8,180,771.2014,3.12,1.96,77.57,3.59,12.23,34.03
2019-11-13 14,0.004,0.5,0.033,0.019,38,10,16.4,0,4.7,200,772.8096,0.99,0.82,55.13,1.44,7.54,14.07
2019-11-13 15,0.004,0.5,0.034,0.017,24,12,15.9,0,2.9,200,778.66113,1.55,1.29,58.68,1.64,7.13,13.16
2019-11-13 16,0.004,0.5,0.031,0.016,24,11,15.7,0,3.7,200,758.239,2.62,2.02,68.06,1.41,7.93,19.21
2019-11-13 17,0.004,0.5,0.022,0.022,24,13,14.9,0,2.5,230,706.16797,4.9,3.09,82.3,1.44,9.04,31.73
2019-11-13 18,0.004,0.5,0.017,0.026,27,15,14.8,0,2.3,180,754.3447,6.22,4.39,80.57,1.55,9.94,46.83
2019-11-13 19,0.004,0.5,0.017,0.025,33,11,13.8,0,1.4,90,592.03613,5.19,3.83,59.6,1.42,8.2,38.52
2019-11-13 20,0.004,0.5,0.016,0.025,26,8,14,0,0.6,160,632.2732,4.28,2.89,50.17,1.21,7.01,31.65
2019-11-13 21,0.004,0.5,0.022,0.021,26,10,13.5,0,0.7,290,685.75977,2.33,1.81,39.19,1.04,5.66,20.79
2019-11-13 22,0.003,0.5,0.021,0.02,21,9,13.9,0,0.4,256.801299,770.905,0.94,0.7,28.77,0.99,5.41,10.78
2019-11-13 23,0.003,0.4,0.027,0.016,25,8,13.9,0,1.3,200,1067.6941,0.86,0.75,29.71,0.72,6.07,10.65
2019-11-14 10,0.003,0.4,0.033,0.005,20,2,5.4,0,4.1,290,932.0925,0.03,0.32402647,13.6,1.34,6.74,2.6
2019-11-14 11,0.002,0.4,0.033,0.005,16,1,5.7,0,3.6,360,892.761,0.17,0.18,17.05,1.1,8.39,4.55
2019-11-14 12,0.003,0.4,0.032,0.006,16,1,6.6,0,2.4,340,894.0974,0.44,0.34,20.41,1.17,8.8,6.14
2019-11-14 13,0.003,0.4,0.033,0.005,11,2,7.4,0,2.3,320,930.5547,0.09,0.19,16.9,1.68,9.96,4.15
2019-11-14 14,0.003,0.4,0.034,0.006,19,1,8,0,3.4,290,961.94727,0.23,0.3,17.29,1.18,10.75,4.21
2019-11-14 15,0.002,0.4,0.034,0.006,18,4,8,0,3.8,320,978.16724,0.909216235,0.1,12.38,0.93,8.48,3.31
2019-11-14 16,0.003,0.4,0.034,0.006,21,3,7.7,0,2.8,290,960.83716,0.45,0.13,16.04,0.63,7.97,2.58
2019-11-14 17,0.002,0.4,0.031,0.007,19,3,6.3,0,2.9,290,872.4773,0.08,0.27,19.84,0.29,5.32,3.47
2019-11-14 18,0.002,0.4,0.028,0.009,17,3,4.8,0,1.4,290,742.3877,0.18,0.21,16.67,0.26,3.88,3.67
2019-11-14 19,0.002,0.4,0.025,0.01,17,7,3.7,0,0.7,340,550.05884,0.85446513,0.332253232,14.12,0.57,3.11,3.71
2019-11-14 20,0.002,0.4,0.026,0.009,17,6,3.6,0,1.7,340,392.6875,0.15,0.1,13.78,0.26,4.16,4.21
2019-11-14 21,0.002,0.4,0.019,0.012,13,5,3.1,0,1.9,320,261.20264,2.77,0.36,43.89,0.5,5.62,36.58
2019-11-14 22,0.002,0.4,0.02,0.012,17,7,2.9,0,1.7,320,182.1037,1.25,0.34,39.17,0.31,5.28,22.86
2019-11-14 23,0.003,0.5,0.014,0.015,18,9,1.2,0,0.6,320,153.06087,0.99,0.38,30.64,0.41,6.45,15.84
2019-11-15 10,0.004,0.7,0.009,0.028,35,11,9.1,0,0.6,110,281.58105,1.24,0.38,94.44,1.42,18.44,19.09
2019-11-15 11,0.004,0.6,0.019,0.024,41,13,13.1,0,2,180,463.5066,1,0.25,61.31,0.75,10.68,15.37
2019-11-15 12,0.003,0.5,0.022,0.023,43,8,15.6,0,2,140,603.6096,0.62,0.37,43.2,0.59,6.16,13.64
2019-11-15 13,0.009,0.5,0.032,0.028,45,7,17.1,0,2.3,180,684.7612,0.76,0.69,22.16,0.67,5.45,13.08
2019-11-15 14,0.003,0.4,0.043,0.013,60,11,17.2,0,2.5,200,718.6575,0.93,0.54,18.75,0.6,5.5,9.76
2019-11-15 15,0.003,0.3,0.045,0.01,46,9,17,0,2.8,230,749.50366,0.89,0.66,22.05,0.85,5.87,11.81
2019-11-15 16,0.003,0.3,0.043,0.01,46,12,15.9,0,3.7,200,741.0957,2.88,1.76,31.31,0.82,6.39,18.37
2019-11-15 17,0.003,0.4,0.031,0.02,48,16,13.9,0,1.7,200,586.15015,8.96,6.01,65.54,1.28,8.39,43.31
2019-11-15 18,0.004,0.5,0.019,0.026,49,15,13.3,0,3.6,200,462.73682,10.86,7.2,66.65,1.42,8.94,50.89
2019-11-15 19,0.004,0.5,0.017,0.028,48,17,12.4,0,2.3,200,339.47095,10.23,8.18,62.68,1.21,8.05,51.79
2019-11-15 20,0.004,0.5,0.012,0.032,49,18,11.2,0,2.2,180,313.083,7.16,6.57,51.14,0.9,6.53,43.59
2019-11-15 21,0.004,0.5,0.009,0.033,48,15,11,0,1.6,200,350.97607,5.35,5.48,40.78,1.12,5.31,39
2019-11-15 22,0.003,0.4,0.019,0.025,46,14,11.9,0,2.4,230,375.05322,4.01,4.31,36.98,0.57,5.73,37.2
2019-11-15 23,0.003,0.5,0.015,0.025,38,13,9.5,0,1,50,317.0078,2.83,3.33,29.82,0.76,5.03,27.11
2019-11-16 10,0.003,0.5,0.012,0.026,44,11,14.6,0,1.5,70,400.70068,1.34,1.07,34.31,0.67,5.03,14.69
2019-11-16 11,0.004,0.5,0.02,0.027,44,19,16.9,0,1.9,160,563.7622,2.32,1.21,46.04,1.02,5.58,19.48
2019-11-16 12,0.003,0.4,0.032,0.022,46,13,18.7,0,2.5,180,779.1289,0.91,1.34,25.33,0.64,4.59,12
2019-11-16 13,0.003,0.3,0.046,0.013,40,13,19,0,2,200,978.0525,0.89,1.35,20.13,0.87,4.14,9.44
2019-11-16 14,0.003,0.2,0.048,0.01,42,11,19.4,0,2.8,230,1212.3281,0.35,1.11,14.78,0.78,4.46,8.28
2019-11-16 15,0.003,0.2,0.051,0.008,44,12,19.8,0,3,250,1432.3203,0.56,0.99,14.31,0.65,5.13,8.57
2019-11-16 16,0.003,0.2,0.052,0.007,44,13,19.2,0,1.8,250,1396.7742,1,0.92,21.14,0.88,6.11,9.89
2019-11-16 17,0.003,0.2,0.049,0.009,48,16,17.9,0,1.8,230,283.7793,1.58,1.22,26.94,0.75,6.3,12.58
2019-11-16 18,0.003,0.3,0.04,0.013,46,17,16.9,0,1.3,270,118.55571,2.81,2.32,34.16,0.76,6.08,17.05
2019-11-16 19,0.003,0.3,0.032,0.017,45,21,15.6,0,1.9,320,83.76576,3.7,3.25,39.71,0.93,5.87,21.86
2019-11-16 20,0.003,0.3,0.034,0.015,48,19,14.6,0,1.1,320,37.38556,3.28,3.77,41.05,0.94,6.03,25.1
2019-11-16 21,0.003,0.3,0.024,0.018,44,22,13.8,0,0.9,340,37.808212,2.62,3.61,39.52,1.61,8.35,24.19
2019-11-16 22,0.003,0.4,0.02,0.021,48,18,13.3,0,0.4,323.5354508,31.705856,1.92,3.28,39.42,1.98,10.53,22.78
2019-11-16 23,0.003,0.4,0.013,0.026,48,21,12,0,1.7,360,26.6362,2.39,3.64,47.96,1,9.54,22.11
2019-11-17 10,0.003,0.5,0.006,0.022,43,43,13.9,0,1.3,320,149.11198,2.06,2.28,62.15,2.37,13.11,16.07
2019-11-17 11,0.003,0.6,0.005,0.022,52,22,13.3,0,0.5,140,349.12573,2.9,2.15,65.98,2.43,12.61,18.18
2019-11-17 12,0.003,0.6,0.008,0.025,56,23,16.7,0,0.8,90,546.89185,3.03,2.28,71.2,2.55,14.85,23.91
2019-11-17 13,0.003,0.4,0.035,0.017,65,27,17.4,0,1.9,90,697.17676,3.17,2.76,67.06,2.08,12.94,19.84
2019-11-17 14,0.003,0.3,0.037,0.017,51,22,17.6,0,2.1,140,754.3655,2.4,2.48,50.81,1.76,9.95,15.86
2019-11-17 15,0.004,0.3,0.043,0.014,50,17,17.8,0,1.4,140,565.3013,1.26,4.96,31.97,1.35,7.88,19.67
2019-11-17 16,0.005,0.2,0.039,0.015,41,15,17.8,0,1.8,110,586.2822,0.5,4.61,25.78,2.91,10.4,15.81
2019-11-17 17,0.004,0.1,0.035,0.016,30,8,17.4,0,2.6,180,544.3362,1.411609722,1.94,17.12,0.69,3.18,15.49
2019-11-17 18,0.005,0.1,0.036,0.016,20,8,17.9,0.1,2.4,180,606.89233,0.644693545,2.12,15.01,1.11,4.57,5.79
2019-11-17 19,0.005,0.1,0.037,0.015,25,6,18.1,0,3,160,527.3926,0.16,2.65,22.39,2.27,8.71,3.87
2019-11-17 20,0.007,0.2,0.038,0.015,27,6,18.3,0,4.2,200,690.4497,0.25,1.57,26.41,4.26,17.37,4.4
2019-11-17 21,0.005,0.2,0.038,0.013,35,12,17.7,0,4,200,882.3679,0.654116396,1.65,6.77,0.59,2.84,4.21
2019-11-17 22,0.006,0.1,0.036,0.012,42,13,18,0,4.1,200,947.9165,0.960393422,1.67,7.52,0.83,3.47,4.71
2019-11-17 23,0.008,0.1,0.036,0.011,45,14,17.2,0,2.8,180,987.0615,0.12,1.54,7.04,1.29,3.23,5.13
2019-11-18 10,0.002,0.3,0.039,0.008,4,3,14.4,0,3,290,835.7212,0.642211771,0.340275527,15.12626778,0.851200388,4.372404048,2.855385598
2019-11-18 11,0.002,0.4,0.037,0.007,5,6,14.4,0,4.1,320,935.8396,1.167923057,0.371695112,23.91133617,1.363815238,6.808962638,10.57442019
2019-11-18 12,0.002,0.4,0.036,0.007,14,9,14,0,4.1,290,993.45996,1.049293166,0.357251659,21.2983921,1.609858538,6.878751314,4.559218344
2019-11-18 13,0.002,0.4,0.034,0.007,22,11,13.4,0,3.4,340,948.6494,0.728249222,0.331137181,26.16944042,1.605192173,6.65235037,10.14690495
2019-11-18 14,0.002,0.5,0.032,0.008,15,14,12.5,0,2.7,320,909.1616,1.151905338,0.487165837,17.64781826,1.136666141,5.435417729,4.299490794
2019-11-18 15,0.002,0.5,0.031,0.008,25,16,12,0,3.2,320,925.9983,1.317529426,0.480391594,31.81021283,1.544922409,9.725460163,9.688318297
2019-11-18 16,0.002,0.5,0.03,0.009,33,15,11.2,0,2.8,320,958.8965,0.46,0.21,22.56,1.4,8.65,12.81
2019-11-18 17,0.003,0.5,0.028,0.01,43,17,10.1,0,2.3,320,1014.1216,0.81,0.45,23.76,1.6,9.26,15.88
2019-11-18 18,0.003,0.5,0.028,0.01,55,19,9.6,0,2.8,320,1080.7529,1.21,0.52,22.7,2.29,8.56,19.69
2019-11-18 19,0.002,0.4,0.029,0.01,69,21,8.9,0,1.6,320,969.86646,1.06,0.52,21.24,1.96,8.63,21.87
2019-11-18 20,0.002,0.4,0.03,0.009,88,21,8.5,0,3.1,320,1006.4761,1.33,0.65,19.18,1.51,8.39,23.56
2019-11-18 21,0.002,0.3,0.033,0.006,103,16,7.3,0,2.9,320,931.7573,1.38,0.58,12.95,1.38,5.16,18.21
2019-11-18 22,0.002,0.3,0.031,0.005,102,16,6.9,0,2.2,290,947.3291,1.14,0.51,14.22,1.12,4.27,15.96
2019-11-18 23,0.002,0.3,0.03,0.006,92,14,6.5,0,3.2,320,1078.8801,1.02,0.32,14.72,0.76,5.12,15.02
2019-11-19 10,0.002,0.4,0.027,0.007,23,6,6.2,0,3.5,320,1426.4075,0.638850127,0.05,12.15,0.55,4.27,3.98
2019-11-19 11,0.002,0.4,0.031,0.006,13,7,6.7,0,4.1,290,1479.1091,0.07,0.05,10.92,0.73,5.33,2.91
2019-11-19 12,0.002,0.4,0.032,0.005,14,6,6.9,0,4.4,290,1459.2417,0.02,0.06,16.4,0.9,5.43,4.05
2019-11-19 13,0.002,0.4,0.034,0.005,15,5,7.7,0,3.6,320,1430.5769,0.69,0.04,13.43,0.53,5.5,4
2019-11-19 14,0.002,0.4,0.035,0.006,13,4,8.3,0,2.9,320,1471.3462,0.25,0.08,12.22,0.59,4.3,4.38
2019-11-19 15,0.002,0.4,0.036,0.006,15,5,8.2,0,3.7,290,1541.9583,0.44,0.249567129,11.85,0.51,3.8,4.41
2019-11-19 16,0.002,0.4,0.035,0.006,13,7,8.2,0,3.1,320,1555.4199,0.06,0.01,11.3,0.65,3.39,4.58
2019-11-19 17,0.002,0.4,0.032,0.007,17,5,6.7,0,2,340,1428.4846,0.2,0.02,12.67,0.63,3.78,5.39
2019-11-19 18,0.002,0.4,0.028,0.009,16,8,5.8,0,2.6,340,1335.9648,0.36,0.27,16.84,0.54,4.25,6.85
2019-11-19 19,0.002,0.4,0.028,0.009,20,9,5.1,0,2.9,340,1413.1106,0.54,0.15,16.48,0.24,4.21,7.34
2019-11-19 20,0.002,0.4,0.031,0.007,20,7,4.8,0,3.5,320,1256.2583,0.806878578,0.11,13.06,0.51,3.78,6.84
2019-11-19 21,0.002,0.4,0.033,0.006,21,6,4.9,0,4.6,320,1122.6917,0.27,0.01,11.38,0.63,4.08,6.3
2019-11-19 22,0.002,0.4,0.033,0.006,17,6,4.1,0,2.6,320,987.47656,0.17,0.01,13.91,0.75,4.67,6.02
2019-11-19 23,0.002,0.4,0.033,0.005,19,6,3.5,0,2.3,290,853.5122,0.3,0.214728747,18.41,0.71,5.64,6.31
2019-11-20 10,0.002,0.5,0.028,0.009,13,4,5.1,0,2.1,340,387.55737,2.13,0.33,32.71,1.27,9.93,41.17
2019-11-20 11,0.003,0.4,0.03,0.008,10,4,6.3,0,2.7,20,470.0747,1.29,0.08,20.11,0.87,8.36,16.56
2019-11-20 12,0.003,0.4,0.03,0.008,15,2,8.1,0,2,20,599.3806,1.53,0.09,27.06,1.08,8.56,25.88
2019-11-20 13,0.003,0.4,0.031,0.008,12,1,9.6,0,1.8,320,717.438,0.83,0.14,26.19,0.91,6.7,25.2
2019-11-20 14,0.002,0.4,0.034,0.006,10,1,9.3,0,2.1,50,788.489,0.3,0.854015547,19.97,0.68,5.52,11.75
2019-11-20 15,0.002,0.4,0.033,0.008,8,3,9.7,0,2.3,20,804.3955,1.28,0.1,25.18,0.73,6.02,16.89
2019-11-20 16,0.002,0.4,0.031,0.01,10,3,9.7,0,2.3,20,767.4077,1.61,0.68,35.51,0.55,7.34,26.84
2019-11-20 17,0.002,0.4,0.025,0.013,17,3,7.8,0,2,360,647.69824,1.74,0.38,37.2,0.89,7.55,23.35
2019-11-20 18,0.003,0.5,0.021,0.016,18,9,6.5,0,1.5,320,471.2317,5.99,2.3,60.88,1.49,12.35,68.62
2019-11-20 19,0.003,0.5,0.016,0.019,19,9,5.9,0,1.7,320,289.18115,3.12,1.01,53.09,1,10.34,46.35
2019-11-20 20,0.003,0.5,0.012,0.024,22,10,5.2,0,2.3,340,230.88077,3.21,1.83,54.26,1.07,10.05,37.46
2019-11-20 21,0.002,0.5,0.019,0.016,32,7,4.2,0,1.8,340,222.08171,2.87,1.75,50.13,1.28,10.67,29.94
2019-11-20 22,0.002,0.5,0.019,0.016,20,7,4.3,0,1.7,320,188.00568,1.08,0.62,34.35,1.06,9.65,19.91
2019-11-20 23,0.002,0.5,0.02,0.015,16,6,3.3,0,1.3,290,139.43604,0.85,0.3,27.13,0.77,7.85,13.54
